Policy_ID,Device_Type,Brand,Retail_Price,Plan_Duration,Vendor,Region,Customer_Age,Sales_Channel,Claim_Made,Claim_Cost,Plan_Price,Age_Band
P004199,Washing Machine,Bosch,149.4,36,Currys,London,26,Online,1,75.23,16.44,26-35
P004200,TV,Samsung,286.54,24,AO.com,North West,21,Marketplace,0,0.0,28.14,18-25
P004201,Refrigerator,Bosch,295.68,24,AO.com,North West,38,In-store,0,0.0,27.4,36-45
P004202,Refrigerator,Whirlpool,187.01,12,AO.com,South East,32,Marketplace,0,0.0,16.57,26-35
P004203,Charger,Apple,87.95,24,AO.com,West Midlands,34,Online,1,31.66,14.97,26-35
P004204,Refrigerator,Bosch,185.0,24,Argos,North West,18,In-store,1,34.86,16.42,18-25
P004205,Tablet,Samsung,204.19,36,Argos,South East,49,In-store,1,42.45,22.48,46-55
P004206,Charger,Belkin,387.83,24,Amazon UK,North West,60,Online,0,0.0,36.43,56-65
P004207,Laptop,HP,360.99,12,John Lewis,Scotland,51,In-store,0,0.0,30.12,46-55
P004208,Headphones,Bose,193.72,24,Amazon UK,London,30,Online,1,88.24,17.06,26-35
P004209,Tablet,Apple,175.58,12,Currys,London,49,In-store,0,0.0,16.5,46-55
P004210,Charger,Anker,272.37,12,AO.com,London,24,In-store,1,56.9,28.02,18-25
P004211,Phone,Samsung,408.18,36,AO.com,Scotland,39,In-store,0,0.0,33.7,36-45
P004212,Refrigerator,Whirlpool,182.32,12,Argos,South East,66,Online,0,0.0,8.08,66+
P004213,Laptop,Apple,518.28,36,Currys,Scotland,52,In-store,1,226.15,42.87,46-55
P004214,Washing Machine,Whirlpool,299.18,36,Amazon UK,Wales,36,Marketplace,0,0.0,25.83,36-45
P004215,Charger,Belkin,282.1,24,Currys,Scotland,42,Online,0,0.0,23.02,36-45
P004216,Laptop,Apple,471.66,36,Amazon UK,North West,56,In-store,0,0.0,42.12,56-65
P004217,Charger,Belkin,301.56,36,Amazon UK,South East,43,In-store,0,0.0,25.65,36-45
P004218,TV,Sony,106.43,36,John Lewis,West Midlands,63,Online,1,23.97,12.23,56-65
P004219,Laptop,Apple,372.0,36,AO.com,Scotland,64,Marketplace,0,0.0,31.38,56-65
P004220,Headphones,Bose,346.11,24,Currys,West Midlands,67,In-store,0,0.0,30.85,66+
P004221,TV,LG,66.19,12,AO.com,Scotland,62,In-store,0,0.0,14.93,56-65
P004222,TV,LG,104.25,36,AO.com,North West,24,Marketplace,1,38.69,14.08,18-25
P004223,Charger,Anker,245.06,12,John Lewis,West Midlands,68,Online,0,0.0,20.24,66+
P004224,Laptop,HP,428.24,12,Amazon UK,Wales,66,Marketplace,1,140.77,34.86,66+
P004225,Refrigerator,Samsung,209.85,36,AO.com,Wales,40,Online,0,0.0,19.09,36-45
P004226,Laptop,Lenovo,264.63,24,Amazon UK,West Midlands,46,Online,0,0.0,23.03,46-55
P004227,Refrigerator,Whirlpool,243.8,36,John Lewis,Scotland,32,Online,0,0.0,21.28,26-35
P004228,Tablet,Amazon,291.59,12,Amazon UK,Scotland,57,Online,0,0.0,24.2,56-65
P004229,Laptop,Apple,363.46,24,AO.com,South East,32,Online,0,0.0,26.6,26-35
P004230,Refrigerator,Bosch,181.81,36,Amazon UK,London,40,In-store,0,0.0,18.07,36-45
P004231,Refrigerator,Whirlpool,285.13,24,Argos,London,25,Online,1,76.49,31.2,18-25
P004232,Laptop,Apple,399.98,36,John Lewis,Wales,45,Online,1,114.5,33.35,36-45
P004233,Washing Machine,Bosch,349.03,36,Currys,North West,58,In-store,0,0.0,25.94,56-65
P004234,Refrigerator,Bosch,194.38,24,AO.com,South East,25,Online,0,0.0,15.41,18-25
P004235,Charger,Anker,206.43,12,Amazon UK,South East,46,Online,0,0.0,22.29,46-55
P004236,TV,Sony,229.25,36,John Lewis,London,22,Marketplace,0,0.0,22.11,18-25
P004237,Washing Machine,Whirlpool,153.7,12,John Lewis,South East,59,Online,0,0.0,19.47,56-65
P004238,Tablet,Samsung,89.37,24,Currys,London,56,Online,0,0.0,7.64,56-65
P004239,Charger,Apple,282.0,24,AO.com,Scotland,27,Marketplace,0,0.0,27.58,26-35
P004240,Tablet,Samsung,215.76,36,AO.com,South East,46,In-store,0,0.0,18.19,46-55
P004241,Charger,Apple,219.29,12,AO.com,London,61,Online,0,0.0,23.03,56-65
P004242,Refrigerator,Samsung,524.28,24,Currys,Wales,42,Online,0,0.0,46.68,36-45
P004243,Phone,Google,409.42,36,John Lewis,West Midlands,53,Online,0,0.0,35.88,46-55
P004244,Headphones,Bose,104.03,24,John Lewis,West Midlands,21,In-store,1,20.0,8.54,18-25
P004245,Refrigerator,Bosch,138.02,36,Argos,North West,59,Marketplace,0,0.0,15.74,56-65
P004246,Headphones,Bose,312.53,24,Argos,South East,66,Marketplace,0,0.0,21.96,66+
P004247,Washing Machine,LG,35.01,12,Currys,South East,39,Online,0,0.0,4.81,36-45
P004248,Headphones,Sony,293.02,24,Argos,North West,47,In-store,1,93.58,25.49,46-55
P004249,Charger,Apple,149.88,36,Amazon UK,West Midlands,59,In-store,0,0.0,16.1,56-65
P004250,Headphones,Sony,207.15,36,Currys,Wales,25,Online,0,0.0,25.96,18-25
P004251,Tablet,Amazon,163.59,24,Amazon UK,London,52,Marketplace,0,0.0,12.65,46-55
P004252,Laptop,HP,504.29,12,AO.com,Scotland,44,Online,1,209.62,32.92,36-45
P004253,TV,LG,170.08,12,Currys,South East,27,Marketplace,0,0.0,21.66,26-35
P004254,Refrigerator,Whirlpool,203.81,24,Argos,North West,43,Marketplace,0,0.0,21.48,36-45
P004255,Headphones,Bose,181.49,24,Argos,London,69,Marketplace,0,0.0,18.16,66+
P004256,Charger,Anker,220.75,24,Currys,North West,18,Marketplace,0,0.0,19.29,18-25
P004257,Refrigerator,Samsung,231.93,36,AO.com,Wales,59,In-store,0,0.0,18.25,56-65
P004258,Phone,OnePlus,290.93,36,AO.com,Wales,25,Online,0,0.0,26.28,18-25
P004259,Headphones,Beats,123.35,36,John Lewis,Wales,37,Marketplace,1,46.37,13.27,36-45
P004260,Laptop,HP,181.99,36,Currys,South East,63,Marketplace,0,0.0,17.88,56-65
P004261,Refrigerator,Samsung,201.33,12,Argos,Wales,30,Online,0,0.0,26.16,26-35
P004262,Charger,Apple,218.32,24,AO.com,South East,35,In-store,1,93.39,20.29,26-35
P004263,Washing Machine,Whirlpool,368.49,36,AO.com,London,39,In-store,0,0.0,32.48,36-45
P004264,TV,Panasonic,250.27,36,Currys,Wales,46,Online,1,83.7,26.06,46-55
P004265,Refrigerator,Whirlpool,190.39,36,John Lewis,South East,28,Online,0,0.0,20.59,26-35
P004266,TV,Sony,305.37,12,Amazon UK,West Midlands,25,In-store,0,0.0,23.54,18-25
P004267,TV,Panasonic,53.08,12,Currys,West Midlands,36,Online,0,0.0,11.57,36-45
P004268,Phone,OnePlus,248.24,12,Argos,Scotland,62,Marketplace,1,90.77,24.18,56-65
P004269,Washing Machine,Bosch,386.19,12,Amazon UK,London,35,Marketplace,1,143.82,32.0,26-35
P004270,Refrigerator,Samsung,418.68,36,Amazon UK,West Midlands,65,In-store,0,0.0,37.38,56-65
P004271,Laptop,HP,367.98,12,Currys,Wales,60,Online,1,90.51,32.04,56-65
P004272,Refrigerator,Samsung,81.15,12,AO.com,London,46,In-store,0,0.0,12.68,46-55
P004273,Phone,Google,274.85,36,Argos,North West,39,In-store,0,0.0,22.12,36-45
P004274,Phone,Google,298.91,12,Argos,London,25,In-store,1,87.92,25.2,18-25
P004275,Tablet,Amazon,245.15,36,John Lewis,London,31,Online,0,0.0,22.96,26-35
P004276,Charger,Apple,293.28,24,AO.com,London,54,In-store,0,0.0,28.49,46-55
P004277,Refrigerator,Whirlpool,208.09,12,Amazon UK,Wales,25,Online,0,0.0,19.06,18-25
P004278,Tablet,Apple,175.27,24,Amazon UK,Wales,63,Marketplace,1,67.42,18.19,56-65
P004279,Phone,Google,529.6,12,Currys,London,55,Marketplace,0,0.0,50.02,46-55
P004280,Laptop,Apple,503.48,36,Amazon UK,West Midlands,31,Online,0,0.0,42.99,26-35
P004281,TV,Samsung,86.11,12,Amazon UK,London,56,Online,0,0.0,18.15,56-65
P004282,Tablet,Apple,63.13,36,Amazon UK,London,21,In-store,0,0.0,13.94,18-25
P004283,TV,Samsung,159.13,12,Argos,West Midlands,22,Marketplace,0,0.0,16.36,18-25
P004284,TV,Samsung,134.57,24,John Lewis,London,36,In-store,0,0.0,16.68,36-45
P004285,Laptop,HP,529.95,12,John Lewis,Scotland,23,Marketplace,1,50.34,43.36,18-25
P004286,Tablet,Samsung,270.69,12,AO.com,West Midlands,58,In-store,0,0.0,23.05,56-65
P004287,Phone,Samsung,316.02,36,Argos,West Midlands,36,In-store,0,0.0,25.59,36-45
P004288,Charger,Apple,211.43,12,Amazon UK,Wales,33,Online,0,0.0,21.39,26-35
P004289,Phone,Apple,344.91,24,Currys,Wales,23,Online,0,0.0,26.06,18-25
P004290,Refrigerator,Bosch,309.74,24,AO.com,South East,33,In-store,1,81.12,33.29,26-35
P004291,Laptop,HP,463.22,24,Argos,South East,58,Online,1,146.62,43.76,56-65
P004292,Refrigerator,Bosch,108.51,24,AO.com,South East,30,In-store,1,45.46,7.53,26-35
P004293,TV,Samsung,113.06,12,AO.com,West Midlands,27,Marketplace,1,44.72,12.41,26-35
P004294,Washing Machine,LG,180.92,36,Currys,North West,20,Marketplace,0,0.0,17.43,18-25
P004295,Refrigerator,Samsung,171.88,12,Argos,West Midlands,53,Online,0,0.0,16.25,46-55
P004296,Phone,OnePlus,277.42,24,Argos,Wales,36,Marketplace,0,0.0,22.75,36-45
P004297,Washing Machine,Whirlpool,196.76,12,Argos,South East,45,Marketplace,0,0.0,23.51,36-45
P004298,Laptop,Dell,460.75,24,AO.com,North West,33,Marketplace,0,0.0,35.79,26-35
P004299,Headphones,Bose,211.32,24,Amazon UK,South East,65,In-store,0,0.0,22.18,56-65
P004300,Charger,Belkin,263.7,12,Amazon UK,Scotland,44,Online,0,0.0,22.39,36-45
P004301,Phone,Samsung,539.39,24,Currys,North West,64,Online,0,0.0,45.42,56-65
P004302,Tablet,Amazon,248.99,12,Currys,Scotland,39,Marketplace,0,0.0,21.4,36-45
P004303,Charger,Apple,197.66,24,Argos,South East,32,Online,1,60.92,26.94,26-35
P004304,Washing Machine,Whirlpool,192.38,24,Currys,Scotland,27,Online,0,0.0,15.95,26-35
P004305,Charger,Apple,362.0,24,Currys,North West,50,Online,1,140.45,27.64,46-55
P004306,Tablet,Apple,20.0,24,John Lewis,Scotland,35,Online,1,20.0,11.41,26-35
P004307,Laptop,Dell,355.14,24,Currys,Scotland,44,Online,1,92.56,30.06,36-45
P004308,Refrigerator,Bosch,158.54,24,Argos,London,49,Online,0,0.0,17.35,46-55
P004309,Headphones,Bose,190.14,36,John Lewis,North West,24,Online,0,0.0,19.62,18-25
P004310,TV,Samsung,62.48,12,Argos,Wales,38,Marketplace,0,0.0,11.99,36-45
P004311,Phone,Samsung,379.69,12,AO.com,West Midlands,25,Online,0,0.0,30.37,18-25
P004312,TV,Sony,316.3,24,Amazon UK,Wales,24,Marketplace,0,0.0,29.75,18-25
P004313,Phone,OnePlus,355.98,36,John Lewis,West Midlands,18,Online,0,0.0,33.41,18-25
P004314,TV,Sony,315.18,24,John Lewis,Scotland,56,In-store,0,0.0,22.19,56-65
P004315,Tablet,Samsung,212.61,12,AO.com,London,44,In-store,0,0.0,16.16,36-45
P004316,Tablet,Amazon,319.66,36,Argos,Scotland,32,Marketplace,1,83.81,26.46,26-35
P004317,Charger,Apple,268.37,12,Currys,West Midlands,40,Online,0,0.0,25.77,36-45
P004318,Charger,Belkin,32.62,24,Currys,South East,26,In-store,1,20.0,2.69,26-35
P004319,Charger,Belkin,127.31,36,AO.com,West Midlands,45,Marketplace,0,0.0,17.05,36-45
P004320,Washing Machine,Bosch,188.3,12,AO.com,North West,68,Online,0,0.0,14.72,66+
P004321,Phone,Apple,551.32,36,Currys,Scotland,54,Online,0,0.0,44.16,46-55
P004322,Phone,OnePlus,437.53,12,Currys,Wales,39,In-store,0,0.0,34.31,36-45
P004323,Laptop,Lenovo,410.41,24,Currys,West Midlands,18,Marketplace,0,0.0,36.48,18-25
P004324,Tablet,Apple,209.28,24,Argos,West Midlands,67,In-store,0,0.0,20.27,66+
P004325,Washing Machine,Bosch,206.44,36,AO.com,North West,25,Marketplace,1,63.62,23.5,18-25
P004326,Headphones,Sony,245.1,24,John Lewis,North West,19,In-store,0,0.0,17.69,18-25
P004327,Charger,Anker,237.29,12,Argos,West Midlands,30,In-store,0,0.0,17.16,26-35
P004328,Laptop,Lenovo,126.75,24,AO.com,Scotland,48,Marketplace,0,0.0,14.08,46-55
P004329,Laptop,HP,212.99,12,Amazon UK,West Midlands,39,In-store,0,0.0,19.88,36-45
P004330,Tablet,Apple,257.79,24,Currys,Scotland,45,In-store,0,0.0,13.76,36-45
P004331,Tablet,Apple,155.28,24,Currys,Scotland,58,Online,0,0.0,15.07,56-65
P004332,Phone,Google,223.8,12,Currys,North West,52,Online,1,61.48,18.84,46-55
P004333,Laptop,Apple,225.71,24,John Lewis,South East,27,In-store,0,0.0,14.27,26-35
P004334,Headphones,Bose,191.14,36,AO.com,South East,33,Marketplace,1,59.26,25.02,26-35
P004335,Refrigerator,Whirlpool,205.74,12,Argos,Scotland,45,In-store,0,0.0,21.64,36-45
P004336,Refrigerator,Whirlpool,187.96,24,Amazon UK,South East,57,In-store,1,20.0,17.83,56-65
P004337,TV,Panasonic,257.8,24,Currys,Wales,20,Marketplace,0,0.0,26.13,18-25
P004338,Washing Machine,Whirlpool,45.96,12,John Lewis,South East,50,In-store,1,20.0,5.53,46-55
P004339,Washing Machine,LG,323.73,36,Argos,North West,43,Online,0,0.0,30.81,36-45
P004340,Laptop,Apple,433.01,12,Amazon UK,West Midlands,18,Online,1,61.64,30.5,18-25
P004341,Phone,Google,314.83,36,Argos,North West,19,In-store,0,0.0,26.44,18-25
P004342,Phone,Samsung,394.36,12,John Lewis,South East,22,Marketplace,0,0.0,31.14,18-25
P004343,Headphones,Sony,272.0,36,Currys,North West,64,Marketplace,0,0.0,22.82,56-65
P004344,Laptop,Dell,370.68,36,AO.com,Scotland,54,Online,1,98.48,31.09,46-55
P004345,Headphones,Beats,67.14,36,Currys,West Midlands,44,Online,1,31.91,3.88,36-45
P004346,Tablet,Samsung,214.02,24,AO.com,London,51,In-store,0,0.0,22.48,46-55
P004347,Laptop,Apple,581.29,36,AO.com,West Midlands,53,Marketplace,0,0.0,42.87,46-55
P004348,Washing Machine,LG,52.04,12,Currys,London,55,Online,0,0.0,5.28,46-55
P004349,Tablet,Apple,238.86,24,Argos,South East,48,In-store,0,0.0,26.96,46-55
P004350,Headphones,Beats,118.51,24,John Lewis,London,42,Marketplace,0,0.0,11.18,36-45
P004351,Phone,Google,466.83,12,John Lewis,North West,52,In-store,0,0.0,34.29,46-55
P004352,TV,Sony,270.29,24,Amazon UK,North West,32,In-store,1,53.37,25.87,26-35
P004353,Refrigerator,Samsung,346.12,24,AO.com,Scotland,64,Marketplace,0,0.0,27.65,56-65
P004354,Refrigerator,Bosch,228.1,36,John Lewis,Wales,26,In-store,1,47.4,18.82,26-35
P004355,Headphones,Sony,212.68,12,Currys,Wales,20,Marketplace,0,0.0,22.15,18-25
P004356,Headphones,Beats,171.81,36,AO.com,North West,40,Online,0,0.0,14.41,36-45
P004357,Charger,Apple,161.01,36,Currys,London,28,In-store,0,0.0,11.81,26-35
P004358,Phone,Apple,473.96,36,AO.com,Wales,30,Marketplace,0,0.0,37.89,26-35
P004359,TV,Sony,187.65,24,John Lewis,West Midlands,66,Online,0,0.0,19.74,66+
P004360,Laptop,Dell,368.5,12,AO.com,London,42,Online,0,0.0,29.73,36-45
P004361,Laptop,Lenovo,396.26,24,Argos,Scotland,59,In-store,1,74.08,31.75,56-65
P004362,Refrigerator,Bosch,240.26,12,John Lewis,London,21,Marketplace,1,108.31,21.08,18-25
P004363,Tablet,Samsung,227.22,36,Argos,North West,27,In-store,0,0.0,16.88,26-35
P004364,Headphones,Bose,243.06,24,John Lewis,North West,31,Marketplace,1,65.87,26.63,26-35
P004365,Headphones,Beats,243.7,24,John Lewis,West Midlands,29,Marketplace,0,0.0,22.49,26-35
P004366,Phone,Apple,492.58,36,Argos,Scotland,44,Marketplace,0,0.0,39.8,36-45
P004367,Tablet,Apple,199.44,24,Amazon UK,West Midlands,63,In-store,0,0.0,18.49,56-65
P004368,Phone,OnePlus,255.76,12,Amazon UK,West Midlands,40,Online,0,0.0,28.42,36-45
P004369,Tablet,Samsung,242.21,36,Argos,South East,65,In-store,0,0.0,18.22,56-65
P004370,Refrigerator,Samsung,191.24,36,Amazon UK,London,20,In-store,0,0.0,22.46,18-25
P004371,Refrigerator,Samsung,128.65,36,Amazon UK,North West,34,Online,0,0.0,13.55,26-35
P004372,Refrigerator,Whirlpool,278.41,12,John Lewis,West Midlands,58,Marketplace,0,0.0,28.68,56-65
P004373,Phone,OnePlus,380.02,24,AO.com,West Midlands,28,Online,0,0.0,28.44,26-35
P004374,Headphones,Bose,418.97,36,Amazon UK,Wales,22,In-store,1,171.08,38.3,18-25
P004375,TV,Sony,112.1,36,AO.com,Wales,52,In-store,0,0.0,12.29,46-55
P004376,Refrigerator,Bosch,20.0,24,Currys,Wales,46,In-store,0,0.0,3.36,46-55
P004377,Phone,Apple,373.84,12,John Lewis,London,19,Marketplace,0,0.0,28.12,18-25
P004378,Washing Machine,Whirlpool,308.93,36,Argos,Wales,60,Online,0,0.0,20.85,56-65
P004379,Tablet,Samsung,229.88,12,AO.com,West Midlands,66,In-store,0,0.0,24.65,66+
P004380,Laptop,Lenovo,203.19,24,John Lewis,London,24,Marketplace,0,0.0,15.43,18-25
P004381,Charger,Apple,64.82,12,Amazon UK,London,52,Online,1,20.0,9.28,46-55
P004382,Refrigerator,Samsung,309.1,24,Currys,Wales,29,In-store,0,0.0,30.46,26-35
P004383,Phone,OnePlus,342.2,12,Amazon UK,London,49,Online,0,0.0,27.71,46-55
P004384,Headphones,Beats,427.5,24,AO.com,South East,29,Marketplace,0,0.0,36.73,26-35
P004385,Tablet,Samsung,86.1,12,AO.com,West Midlands,54,In-store,0,0.0,10.04,46-55
P004386,Headphones,Beats,63.6,36,Argos,London,23,In-store,0,0.0,8.02,18-25
P004387,Laptop,Dell,468.68,12,Amazon UK,West Midlands,56,Online,0,0.0,40.49,56-65
P004388,Tablet,Apple,196.52,24,AO.com,West Midlands,39,Marketplace,0,0.0,22.25,36-45
P004389,TV,Sony,168.8,12,Amazon UK,Scotland,44,Online,1,51.99,16.75,36-45
P004390,Tablet,Samsung,208.72,24,Currys,London,47,In-store,0,0.0,18.86,46-55
P004391,TV,Panasonic,26.4,24,Currys,South East,24,Marketplace,0,0.0,8.93,18-25
P004392,Washing Machine,Whirlpool,194.44,12,AO.com,North West,31,Marketplace,0,0.0,19.7,26-35
P004393,Tablet,Samsung,235.54,12,Amazon UK,West Midlands,22,In-store,0,0.0,25.0,18-25
P004394,TV,Sony,190.7,24,John Lewis,London,48,Marketplace,1,37.32,17.05,46-55
P004395,Refrigerator,Whirlpool,356.21,12,Currys,Scotland,24,Online,1,113.76,25.61,18-25
P004396,Phone,Samsung,394.79,24,Argos,South East,52,In-store,1,47.35,33.2,46-55
P004397,Charger,Anker,193.03,36,John Lewis,West Midlands,28,Marketplace,0,0.0,20.66,26-35
P004398,Tablet,Amazon,315.57,24,AO.com,West Midlands,60,In-store,0,0.0,25.5,56-65
P004399,Phone,Google,334.49,12,Amazon UK,South East,62,Online,0,0.0,27.03,56-65
P004400,Refrigerator,Samsung,20.0,12,AO.com,West Midlands,18,Online,1,20.0,1.02,18-25
P004401,TV,LG,264.23,12,Currys,North West,48,Marketplace,1,20.6,25.34,46-55
P004402,Laptop,Lenovo,430.34,12,Amazon UK,North West,54,In-store,1,69.39,31.68,46-55
P004403,Washing Machine,Whirlpool,217.46,24,John Lewis,North West,63,Online,0,0.0,17.72,56-65
P004404,Washing Machine,Bosch,99.43,36,Currys,South East,38,In-store,0,0.0,7.62,36-45
P004405,Laptop,Apple,528.61,36,Amazon UK,West Midlands,32,Online,0,0.0,38.52,26-35
P004406,Tablet,Amazon,90.79,24,Amazon UK,West Midlands,43,Online,0,0.0,6.94,36-45
P004407,Tablet,Apple,287.55,36,John Lewis,Wales,49,Marketplace,0,0.0,24.2,46-55
P004408,Tablet,Amazon,162.78,12,John Lewis,North West,48,Online,0,0.0,17.49,46-55
P004409,Tablet,Apple,240.44,36,Argos,London,46,In-store,1,20.0,18.95,46-55
P004410,Tablet,Amazon,420.83,12,John Lewis,Scotland,47,Online,0,0.0,34.57,46-55
P004411,Washing Machine,LG,165.58,24,Currys,London,69,Online,0,0.0,18.86,66+
P004412,TV,LG,227.99,12,Amazon UK,West Midlands,56,In-store,0,0.0,20.05,56-65
P004413,Tablet,Amazon,170.69,24,Amazon UK,Scotland,55,Marketplace,0,0.0,20.65,46-55
P004414,Phone,Samsung,442.78,24,Argos,North West,52,Marketplace,0,0.0,32.46,46-55
P004415,Laptop,Lenovo,446.29,12,AO.com,West Midlands,38,In-store,1,132.76,33.88,36-45
P004416,Laptop,Lenovo,253.66,24,Amazon UK,West Midlands,21,In-store,0,0.0,24.45,18-25
P004417,Phone,Samsung,410.4,12,Currys,South East,54,In-store,0,0.0,37.46,46-55
P004418,TV,LG,169.34,36,AO.com,Scotland,36,In-store,0,0.0,18.61,36-45
P004419,Charger,Apple,157.89,24,AO.com,North West,23,Online,1,56.92,8.52,18-25
P004420,Refrigerator,Whirlpool,196.13,24,Amazon UK,North West,45,Online,1,39.68,23.44,36-45
P004421,Charger,Belkin,250.49,12,Currys,West Midlands,47,Marketplace,1,79.79,25.39,46-55
P004422,Washing Machine,Whirlpool,252.1,24,Argos,Wales,26,Online,1,56.44,17.91,26-35
P004423,Tablet,Apple,321.9,36,Amazon UK,Scotland,20,Online,0,0.0,29.07,18-25
P004424,Laptop,HP,450.43,36,Argos,West Midlands,33,Marketplace,0,0.0,37.69,26-35
P004425,Laptop,Dell,256.56,12,Amazon UK,West Midlands,63,Online,0,0.0,28.96,56-65
P004426,Tablet,Samsung,112.53,36,Argos,London,64,Marketplace,0,0.0,8.15,56-65
P004427,Phone,Samsung,358.23,36,AO.com,Wales,22,In-store,1,76.18,30.73,18-25
P004428,Charger,Apple,211.66,12,Amazon UK,North West,24,Online,1,66.51,20.47,18-25
P004429,Phone,Apple,334.17,12,Amazon UK,Wales,28,Online,1,111.86,32.85,26-35
P004430,Refrigerator,Whirlpool,287.32,24,Amazon UK,West Midlands,64,In-store,0,0.0,21.67,56-65
P004431,Washing Machine,Whirlpool,243.52,36,Amazon UK,Wales,32,Marketplace,0,0.0,20.98,26-35
P004432,Laptop,Lenovo,304.11,36,Amazon UK,West Midlands,67,In-store,1,74.02,27.2,66+
P004433,Charger,Apple,200.64,36,Currys,Scotland,67,Marketplace,0,0.0,15.3,66+
P004434,Washing Machine,LG,146.62,24,John Lewis,London,67,In-store,0,0.0,18.04,66+
P004435,Phone,Apple,382.15,12,Amazon UK,Scotland,31,Online,0,0.0,32.3,26-35
P004436,Refrigerator,Whirlpool,249.9,36,John Lewis,London,61,Online,0,0.0,23.86,56-65
P004437,Charger,Anker,278.37,36,Argos,Wales,45,Marketplace,0,0.0,20.29,36-45
P004438,Phone,OnePlus,283.24,36,Argos,North West,24,Online,0,0.0,24.96,18-25
P004439,Laptop,HP,386.22,24,AO.com,Wales,65,Marketplace,0,0.0,29.53,56-65
P004440,Washing Machine,Bosch,231.82,12,Argos,North West,20,In-store,1,79.14,20.52,18-25
P004441,Laptop,Dell,359.77,12,Argos,North West,68,Marketplace,0,0.0,28.83,66+
P004442,Tablet,Samsung,295.3,12,Currys,West Midlands,46,Marketplace,0,0.0,24.45,46-55
P004443,Refrigerator,Whirlpool,159.34,12,Argos,West Midlands,18,Online,0,0.0,20.95,18-25
P004444,Tablet,Amazon,33.14,24,Amazon UK,South East,21,Marketplace,0,0.0,10.04,18-25
P004445,Headphones,Beats,117.58,12,AO.com,Scotland,66,Online,0,0.0,15.75,66+
P004446,Refrigerator,Bosch,138.7,12,John Lewis,North West,61,Marketplace,0,0.0,13.19,56-65
P004447,Laptop,Apple,511.99,24,John Lewis,London,59,Marketplace,0,0.0,37.51,56-65
P004448,Refrigerator,Samsung,137.11,36,Argos,Wales,65,In-store,0,0.0,12.26,56-65
P004449,TV,LG,149.04,24,Currys,Wales,56,In-store,0,0.0,14.9,56-65
P004450,Charger,Belkin,91.41,24,Amazon UK,West Midlands,60,Marketplace,0,0.0,8.47,56-65
P004451,Refrigerator,Bosch,227.73,12,AO.com,Wales,50,In-store,0,0.0,24.69,46-55
P004452,Refrigerator,Bosch,204.23,12,AO.com,Wales,28,Marketplace,0,0.0,15.11,26-35
P004453,Phone,Samsung,410.07,36,Argos,Scotland,48,Marketplace,0,0.0,28.66,46-55
P004454,Headphones,Bose,237.91,36,Currys,Wales,25,Online,0,0.0,18.43,18-25
P004455,Washing Machine,Whirlpool,318.0,24,Argos,London,67,In-store,0,0.0,23.81,66+
P004456,Headphones,Beats,236.26,36,John Lewis,South East,66,Marketplace,0,0.0,21.17,66+
P004457,Laptop,Apple,314.0,36,Argos,South East,58,In-store,0,0.0,25.66,56-65
P004458,TV,Sony,289.33,24,Argos,Scotland,46,Marketplace,1,126.98,24.19,46-55
P004459,Washing Machine,Bosch,350.95,36,Currys,Wales,68,Marketplace,0,0.0,30.87,66+
P004460,Phone,Samsung,337.98,36,Currys,West Midlands,37,Marketplace,1,102.48,27.1,36-45
P004461,Laptop,Dell,292.91,12,Amazon UK,North West,49,In-store,0,0.0,30.17,46-55
P004462,Refrigerator,Whirlpool,208.62,36,Argos,North West,23,Marketplace,0,0.0,16.68,18-25
P004463,Laptop,Lenovo,475.78,12,John Lewis,London,27,Online,1,110.79,37.8,26-35
P004464,Phone,Google,459.26,12,AO.com,South East,40,In-store,1,110.21,37.38,36-45
P004465,TV,Panasonic,236.98,36,John Lewis,South East,52,Online,1,76.45,21.86,46-55
P004466,Refrigerator,Samsung,161.49,12,Amazon UK,West Midlands,49,Marketplace,0,0.0,18.94,46-55
P004467,Tablet,Amazon,169.61,12,AO.com,Scotland,56,In-store,0,0.0,16.22,56-65
P004468,Refrigerator,Samsung,258.36,12,Amazon UK,North West,58,In-store,0,0.0,17.74,56-65
P004469,TV,Sony,232.66,36,Argos,North West,36,In-store,0,0.0,25.13,36-45
P004470,TV,LG,127.98,36,Amazon UK,North West,18,Marketplace,1,38.46,10.89,18-25
P004471,Charger,Apple,301.72,24,AO.com,Scotland,50,In-store,1,58.62,23.48,46-55
P004472,TV,Sony,167.16,12,Amazon UK,North West,24,Online,0,0.0,18.67,18-25
P004473,Charger,Apple,240.62,24,AO.com,London,34,Online,1,108.03,19.75,26-35
P004474,Phone,Google,589.79,24,Argos,Scotland,68,In-store,0,0.0,44.1,66+
P004475,Refrigerator,Whirlpool,165.51,24,Argos,Scotland,31,In-store,0,0.0,19.39,26-35
P004476,Refrigerator,Bosch,61.8,36,Argos,London,18,Marketplace,0,0.0,15.11,18-25
P004477,Tablet,Samsung,273.49,36,Amazon UK,Wales,49,Online,0,0.0,27.27,46-55
P004478,Tablet,Apple,89.32,12,Currys,Scotland,43,Online,0,0.0,15.38,36-45
P004479,Washing Machine,Bosch,159.01,36,Amazon UK,Wales,42,Online,0,0.0,11.26,36-45
P004480,TV,Sony,204.52,36,AO.com,North West,40,Marketplace,0,0.0,15.05,36-45
P004481,TV,Panasonic,186.9,24,Argos,Scotland,46,Marketplace,0,0.0,16.08,46-55
